id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,basement,showers,electricity,school_1mi
3449,20141104T000000,546000.0,2.0,1.0,1657.0,5031,2.0,0.0,0.0,?,7.0,1657.0,?,1910.0,0.0,98116.0,47.5699,-122.389,2050.0,6201.0,0.0,1.0,1.0,1.0
3450,20150420T000000,419600.0,3.0,1.75,1680.0,8460,1.0,0.0,0.0,?,7.0,1180.0,500,1976.0,0.0,98133.0,47.7554,-122.353,1890.0,9529.0,1.0,2.0,1.0,1.0
3451,20140623T000000,735000.0,4.0,2.25,2270.0,5102,1.0,0.0,0.0,5.0,8.0,1340.0,930,1954.0,0.0,98199.0,47.6528,-122.40799999999999,1800.0,5102.0,1.0,2.0,1.0,1.0
3452,20150422T000000,1234570.0,2.0,2.5,2470.0,609,3.0,0.0,0.0,3.0,11.0,1910.0,560,2011.0,0.0,98112.0,47.6182,-122.31200000000001,2440.0,1229.0,1.0,3.0,1.0,1.0
3453,20140707T000000,445000.0,2.0,2.0,1240.0,2500,2.0,0.0,0.0,3.0,7.0,1240.0,?,1985.0,0.0,98117.0,47.6793,-122.395,1660.0,5000.0,0.0,2.0,1.0,1.0
3454,20150106T000000,665000.0,3.0,2.0,1740.0,41275,1.0,0.0,0.0,3.0,8.0,1740.0,?,1974.0,1989.0,98045.0,47.4914,-121.76299999999999,2630.0,41275.0,0.0,2.0,1.0,1.0
3455,20150317T000000,1290000.0,5.0,3.5,4090.0,290980,1.0,0.0,0.0,?,11.0,2920.0,1170,2002.0,0.0,98034.0,47.7161,-122.219,1880.0,9255.0,1.0,4.0,1.0,1.0
3456,20141208T000000,508500.0,4.0,2.75,2520.0,12500,2.0,0.0,0.0,3.0,8.0,1720.0,800,1979.0,0.0,98074.0,47.6225,-122.064,2520.0,13000.0,1.0,3.0,1.0,?
3457,20141210T000000,345950.0,5.0,1.0,1340.0,11198,1.5,0.0,0.0,3.0,8.0,1340.0,?,1934.0,0.0,98155.0,47.736000000000004,-122.295,1390.0,8020.0,0.0,1.0,1.0,1.0
3458,20150113T000000,207500.0,3.0,1.0,1640.0,9750,1.0,0.0,0.0,3.0,7.0,1640.0,?,1968.0,0.0,98042.0,47.3256,-122.141,1200.0,9750.0,0.0,1.0,1.0,1.0
3459,20141204T000000,1075000.0,4.0,2.5,3000.0,10920,1.0,0.0,0.0,4.0,8.0,1550.0,1450,1969.0,0.0,98040.0,47.5347,-122.227,2380.0,10920.0,1.0,2.0,1.0,1.0
3460,20141110T000000,640000.0,3.0,1.0,1210.0,3720,2.0,0.0,0.0,4.0,8.0,1210.0,?,1930.0,0.0,98112.0,47.6317,-122.301,1560.0,6000.0,0.0,1.0,1.0,1.0
3461,20150323T000000,329500.0,3.0,1.0,1810.0,13068,1.0,0.0,0.0,4.0,7.0,1360.0,450,1941.0,0.0,98070.0,47.4482,-122.462,1400.0,13068.0,1.0,1.0,1.0,1.0
3462,20141021T000000,460000.0,4.0,2.75,2200.0,9676,1.0,0.0,0.0,?,8.0,1500.0,700,1979.0,0.0,98028.0,47.7713,-122.259,2120.0,9585.0,1.0,3.0,1.0,1.0
3463,20140630T000000,1230000.0,3.0,1.75,2200.0,14630,1.5,0.0,1.0,?,8.0,2200.0,?,1948.0,2003.0,98004.0,47.6074,-122.213,2850.0,15803.0,0.0,2.0,1.0,1.0
3464,20141120T000000,805000.0,5.0,3.0,2350.0,6480,2.0,0.0,3.0,4.0,7.0,1650.0,700,1924.0,1962.0,98118.0,47.558,-122.266,1840.0,7200.0,1.0,3.0,1.0,1.0
3465,20141218T000000,200000.0,3.0,1.5,1090.0,10454,1.0,0.0,0.0,?,6.0,1090.0,?,1963.0,0.0,98042.0,47.3425,-122.08200000000001,1230.0,12196.0,0.0,1.0,1.0,1.0
3466,20150217T000000,749700.0,3.0,1.75,2280.0,77972,1.0,0.0,0.0,3.0,8.0,1460.0,820,1977.0,0.0,98059.0,47.4804,-122.15100000000001,2460.0,14430.0,1.0,2.0,1.0,1.0
3467,20140805T000000,288000.0,0.0,1.5,1430.0,1650,3.0,0.0,0.0,3.0,7.0,1430.0,?,1999.0,0.0,98125.0,47.7222,-122.29,1430.0,1650.0,0.0,2.0,1.0,1.0
3468,20141215T000000,535000.0,2.0,1.0,1520.0,3360,1.0,0.0,0.0,4.0,7.0,830.0,690,1927.0,0.0,98117.0,47.6815,-122.382,1470.0,3774.0,1.0,1.0,1.0,1.0
3469,20141028T000000,330000.0,3.0,2.25,1620.0,7150,1.0,0.0,2.0,4.0,7.0,1280.0,340,1950.0,0.0,98178.0,47.5048,-122.241,1620.0,6930.0,1.0,2.0,1.0,?
3470,20140730T000000,479200.0,3.0,2.0,1510.0,3750,1.5,0.0,0.0,4.0,7.0,1510.0,?,1928.0,0.0,98116.0,47.5737,-122.383,1500.0,5000.0,0.0,2.0,1.0,1.0
3471,20140513T000000,373000.0,5.0,2.5,3001.0,5710,2.0,0.0,0.0,?,8.0,3001.0,?,2006.0,0.0,98042.0,47.3727,-122.177,2340.0,5980.0,0.0,2.0,1.0,1.0
3472,20150319T000000,355000.0,4.0,1.5,2020.0,6000,1.0,0.0,0.0,4.0,7.0,1010.0,1010,1953.0,0.0,98178.0,47.5019,-122.235,1710.0,6000.0,1.0,1.0,1.0,1.0
3473,20140602T000000,275000.0,3.0,2.0,1380.0,4500,1.0,0.0,0.0,3.0,7.0,1380.0,?,2008.0,0.0,98038.0,47.3661,-122.021,1620.0,4000.0,0.0,2.0,1.0,?
3474,20140620T000000,380000.0,3.0,1.5,1520.0,4288,1.0,0.0,0.0,3.0,7.0,1020.0,500,1949.0,0.0,98136.0,47.5284,-122.387,1660.0,4288.0,1.0,2.0,1.0,1.0
3475,20150209T000000,417000.0,2.0,1.75,1090.0,4590,1.0,0.0,0.0,4.0,7.0,790.0,300,1915.0,0.0,98105.0,47.6677,-122.324,1390.0,4080.0,1.0,2.0,1.0,1.0
3476,20141021T000000,1165000.0,5.0,3.75,4220.0,15959,2.0,0.0,0.0,3.0,11.0,4220.0,?,2004.0,0.0,98075.0,47.5869,-121.96700000000001,4630.0,16531.0,0.0,4.0,1.0,1.0
3477,20140926T000000,598500.0,3.0,2.25,2520.0,12000,1.0,0.0,0.0,3.0,10.0,2520.0,?,1978.0,0.0,98074.0,47.6381,-122.06200000000001,2510.0,12000.0,0.0,2.0,1.0,1.0
3478,20140602T000000,629000.0,3.0,2.0,1760.0,5000,1.0,0.0,0.0,5.0,7.0,960.0,800,1920.0,0.0,98199.0,47.6408,-122.40299999999999,1380.0,5000.0,1.0,2.0,1.0,1.0
3479,20141009T000000,226950.0,2.0,1.0,930.0,6600,1.0,0.0,0.0,?,6.0,930.0,?,1957.0,0.0,98168.0,47.4868,-122.33,1250.0,6600.0,0.0,1.0,1.0,1.0
3480,20141231T000000,1225000.0,4.0,2.5,2600.0,11542,1.5,0.0,0.0,4.0,9.0,2200.0,400,1939.0,0.0,98177.0,47.7076,-122.37700000000001,2840.0,10960.0,1.0,2.0,1.0,?
3481,20150203T000000,415000.0,3.0,2.25,2180.0,11100,1.0,0.0,0.0,5.0,8.0,1700.0,480,1979.0,0.0,98056.0,47.5162,-122.176,2350.0,11397.0,1.0,2.0,1.0,1.0
3482,20150422T000000,595000.0,3.0,2.5,1910.0,3075,2.0,0.0,0.0,3.0,8.0,1910.0,?,2001.0,0.0,98029.0,47.5491,-122.005,1940.0,3485.0,0.0,3.0,1.0,1.0
3483,20141028T000000,209950.0,3.0,1.75,1100.0,5525,1.0,0.0,0.0,5.0,6.0,1100.0,?,1968.0,0.0,98042.0,47.3625,-122.084,1050.0,5200.0,0.0,2.0,1.0,1.0
3484,20150507T000000,568000.0,3.0,1.75,1760.0,235224,1.0,0.0,0.0,?,7.0,1760.0,?,1973.0,0.0,98053.0,47.6735,-122.041,2320.0,87120.0,0.0,2.0,1.0,1.0
3485,20141021T000000,119900.0,2.0,1.0,700.0,3180,1.0,0.0,0.0,?,6.0,480.0,220,1951.0,0.0,98178.0,47.4976,-122.262,1760.0,6360.0,1.0,1.0,1.0,1.0
3486,20140826T000000,207000.0,3.0,1.0,1080.0,10200,1.0,0.0,0.0,4.0,7.0,1080.0,?,1962.0,0.0,98023.0,47.3215,-122.351,1230.0,10400.0,0.0,1.0,1.0,1.0
3487,20141215T000000,195000.0,3.0,1.0,1070.0,22489,1.0,0.0,0.0,?,7.0,1070.0,?,1967.0,0.0,98001.0,47.3278,-122.262,1880.0,20250.0,0.0,1.0,1.0,1.0
3488,20140624T000000,324950.0,3.0,1.5,1460.0,8710,1.0,0.0,0.0,3.0,7.0,1460.0,?,1955.0,0.0,98166.0,47.4561,-122.35700000000001,1400.0,8645.0,0.0,2.0,1.0,1.0
3489,20141222T000000,210000.0,1.0,1.0,1050.0,7583,1.0,0.0,0.0,4.0,6.0,1050.0,?,1947.0,0.0,98133.0,47.7294,-122.34100000000001,1420.0,7560.0,0.0,1.0,1.0,1.0
3490,20150425T000000,1078000.0,4.0,2.75,3160.0,42733,2.0,0.0,0.0,?,9.0,3160.0,?,1995.0,0.0,98053.0,47.6367,-121.958,1890.0,24000.0,0.0,3.0,1.0,?
3491,20141204T000000,325088.0,4.0,1.0,1400.0,6739,1.0,0.0,0.0,3.0,7.0,1000.0,400,1954.0,0.0,98108.0,47.5402,-122.29799999999999,1500.0,6380.0,1.0,1.0,1.0,1.0
3492,20150116T000000,790000.0,4.0,3.0,3120.0,157875,2.0,0.0,0.0,4.0,8.0,3120.0,?,1977.0,0.0,98058.0,47.443999999999996,-122.18700000000001,1580.0,7050.0,0.0,3.0,1.0,?
3493,20141125T000000,150000.0,2.0,1.0,720.0,212137,1.0,0.0,0.0,3.0,5.0,720.0,?,1982.0,0.0,98058.0,47.422,-122.066,2010.0,109642.0,0.0,1.0,1.0,1.0
3494,20141030T000000,790000.0,3.0,3.0,2840.0,206910,2.0,0.0,0.0,?,10.0,2840.0,?,1999.0,0.0,98059.0,47.468999999999994,-122.06299999999999,2070.0,25067.0,0.0,3.0,1.0,1.0
3495,20140512T000000,255000.0,2.0,1.0,1220.0,2500,1.0,0.0,0.0,?,6.0,770.0,450,1910.0,0.0,98126.0,47.5727,-122.37200000000001,1540.0,3000.0,1.0,1.0,1.0,1.0
3496,20141107T000000,697000.0,4.0,3.0,2820.0,2850,1.5,0.0,0.0,5.0,7.0,1860.0,960,1928.0,0.0,98117.0,47.6813,-122.367,1570.0,4500.0,1.0,3.0,1.0,1.0
3497,20141104T000000,457500.0,2.0,1.0,840.0,5000,1.0,0.0,0.0,4.0,7.0,840.0,?,1908.0,0.0,98117.0,47.6803,-122.37100000000001,1240.0,5000.0,0.0,1.0,1.0,?
3498,20140519T000000,690000.0,3.0,2.0,1610.0,5100,1.5,0.0,0.0,5.0,8.0,1610.0,?,1940.0,0.0,98115.0,47.6825,-122.307,1740.0,5100.0,0.0,2.0,1.0,1.0
3499,20150311T000000,967000.0,4.0,3.25,1860.0,4356,2.0,0.0,0.0,3.0,9.0,1860.0,?,1917.0,2005.0,98103.0,47.6785,-122.351,1860.0,4356.0,0.0,3.0,1.0,1.0
3500,20150429T000000,980000.0,4.0,1.75,2260.0,17711,1.0,0.0,1.0,4.0,9.0,2260.0,?,1968.0,0.0,98040.0,47.5498,-122.214,2880.0,16594.0,0.0,2.0,1.0,1.0
3501,20140521T000000,619420.0,4.0,2.75,2450.0,14803,2.0,0.0,0.0,4.0,9.0,2450.0,?,1988.0,0.0,98059.0,47.5261,-122.162,2330.0,14803.0,0.0,3.0,1.0,1.0
3502,20141013T000000,389000.0,2.0,1.0,850.0,3276,1.0,0.0,0.0,3.0,6.0,850.0,?,1910.0,0.0,98103.0,47.6742,-122.35,1460.0,4100.0,0.0,1.0,1.0,1.0
3503,20141210T000000,500000.0,3.0,1.0,1800.0,7200,1.0,0.0,0.0,3.0,7.0,1020.0,780,1964.0,0.0,98118.0,47.5616,-122.275,1740.0,5475.0,1.0,1.0,1.0,1.0
3504,20140926T000000,569000.0,4.0,1.75,1230.0,7890,1.0,0.0,1.0,4.0,7.0,1090.0,140,1950.0,0.0,98004.0,47.5808,-122.189,2380.0,13176.0,1.0,2.0,1.0,1.0
3505,20140728T000000,425000.0,4.0,2.25,2060.0,8540,1.0,0.0,0.0,4.0,7.0,1540.0,520,1967.0,0.0,98034.0,47.733999999999995,-122.19,1560.0,7700.0,1.0,2.0,1.0,1.0
3506,20140521T000000,635000.0,4.0,2.25,2750.0,6180,1.0,0.0,0.0,4.0,8.0,1500.0,1250,1948.0,0.0,98118.0,47.5691,-122.28399999999999,1740.0,6180.0,1.0,2.0,1.0,1.0
3507,20140519T000000,256500.0,2.0,1.0,1120.0,9912,1.0,0.0,0.0,4.0,6.0,1120.0,?,1980.0,0.0,98070.0,47.3735,-122.43,1540.0,9750.0,0.0,1.0,1.0,1.0
3508,20150123T000000,695000.0,4.0,2.5,3010.0,11393,2.0,0.0,0.0,?,8.0,3010.0,?,2005.0,0.0,98028.0,47.7389,-122.221,2810.0,11282.0,0.0,3.0,1.0,1.0
3509,20140730T000000,535000.0,4.0,1.5,1580.0,5000,1.5,0.0,0.0,3.0,7.0,1390.0,190,1945.0,0.0,98107.0,47.6735,-122.39299999999999,1580.0,5000.0,1.0,2.0,1.0,1.0
3510,20150410T000000,454200.0,4.0,2.5,2630.0,5379,2.0,0.0,0.0,3.0,8.0,2630.0,?,2004.0,0.0,98059.0,47.4977,-122.163,2630.0,5379.0,0.0,3.0,1.0,1.0
3511,20150123T000000,418500.0,2.0,1.0,790.0,5800,1.0,0.0,0.0,3.0,6.0,790.0,?,1943.0,0.0,98117.0,47.6973,-122.36,1460.0,5800.0,0.0,1.0,1.0,1.0
3512,20140605T000000,749950.0,4.0,2.75,3110.0,35235,2.0,0.0,0.0,4.0,9.0,3110.0,?,1983.0,0.0,98072.0,47.7355,-122.095,2790.0,35445.0,0.0,3.0,1.0,1.0
3513,20141019T000000,338500.0,3.0,1.75,2130.0,5489,1.0,0.0,0.0,3.0,8.0,1370.0,760,1999.0,0.0,98070.0,47.4489,-122.456,1750.0,7200.0,1.0,2.0,1.0,1.0
3514,20140722T000000,1250000.0,4.0,3.75,4520.0,9240,1.5,0.0,2.0,3.0,10.0,3270.0,1250,1992.0,0.0,98040.0,47.5897,-122.229,3380.0,9240.0,1.0,4.0,1.0,1.0
3515,20140711T000000,299950.0,3.0,2.5,1600.0,9830,2.0,0.0,0.0,4.0,8.0,1600.0,?,1993.0,0.0,98001.0,47.339,-122.266,1890.0,8910.0,0.0,2.0,1.0,?
3516,20140731T000000,325000.0,4.0,1.75,1950.0,12500,1.0,0.0,0.0,?,7.0,1330.0,620,1963.0,0.0,98168.0,47.4999,-122.32700000000001,1760.0,11520.0,1.0,2.0,1.0,1.0
3517,20140826T000000,434000.0,4.0,3.0,2010.0,8171,2.0,0.0,0.0,3.0,8.0,2010.0,?,1973.0,0.0,98011.0,47.7688,-122.21799999999999,2090.0,8203.0,0.0,3.0,1.0,1.0
3518,20140701T000000,328950.0,4.0,1.75,2550.0,8976,1.0,0.0,0.0,5.0,7.0,1300.0,1250,1978.0,0.0,98058.0,47.4286,-122.179,2220.0,9477.0,1.0,2.0,1.0,1.0
3519,20140519T000000,2095000.0,5.0,3.75,5340.0,10655,2.5,0.0,3.0,4.0,10.0,3740.0,1600,1912.0,0.0,98144.0,47.5795,-122.285,3910.0,9418.0,1.0,4.0,1.0,1.0
3520,20150429T000000,570000.0,4.0,2.0,2000.0,46902,2.0,0.0,0.0,?,8.0,2000.0,?,1978.0,0.0,98075.0,47.5851,-122.072,2420.0,38130.0,0.0,2.0,1.0,?
3521,20140916T000000,802000.0,3.0,2.25,2170.0,5001,2.0,0.0,0.0,3.0,8.0,2170.0,?,2014.0,0.0,98103.0,47.6937,-122.338,1700.0,6991.0,0.0,2.0,1.0,1.0
3522,20141024T000000,525000.0,3.0,1.0,1550.0,6840,1.5,0.0,0.0,?,7.0,1550.0,?,1918.0,0.0,98103.0,47.6572,-122.335,2370.0,4560.0,0.0,1.0,1.0,1.0
3523,20150202T000000,700000.0,6.0,3.0,2790.0,4550,2.5,0.0,0.0,4.0,8.0,2790.0,?,1907.0,0.0,98119.0,47.626999999999995,-122.361,2590.0,4550.0,0.0,3.0,1.0,?
3524,20150319T000000,350000.0,3.0,1.75,1980.0,273556,1.0,0.0,0.0,3.0,6.0,1040.0,940,1956.0,1999.0,98042.0,47.4012,-122.11,2180.0,217799.0,1.0,2.0,1.0,1.0
3525,20150218T000000,277500.0,2.0,1.5,1190.0,1236,3.0,0.0,0.0,3.0,7.0,1190.0,?,2005.0,0.0,98133.0,47.7274,-122.35700000000001,1390.0,1756.0,0.0,1.0,1.0,?
3526,20140512T000000,1575000.0,5.0,2.75,3650.0,20150,1.0,0.0,0.0,4.0,10.0,2360.0,1290,1975.0,0.0,98004.0,47.6215,-122.22399999999999,3220.0,19800.0,1.0,3.0,1.0,1.0
3527,20140919T000000,195000.0,3.0,1.0,1510.0,4350,1.5,0.0,0.0,5.0,6.0,1510.0,?,1913.0,0.0,98022.0,47.2052,-121.98700000000001,1210.0,5500.0,0.0,1.0,1.0,1.0
3528,20140821T000000,222000.0,3.0,2.0,1200.0,6074,1.0,0.0,0.0,3.0,7.0,1200.0,?,1968.0,0.0,98002.0,47.325,-122.205,1430.0,6338.0,0.0,2.0,1.0,1.0
3529,20150416T000000,865000.0,5.0,3.0,2830.0,8854,1.0,0.0,0.0,4.0,8.0,1500.0,1330,1979.0,0.0,98040.0,47.5743,-122.209,2260.0,8604.0,1.0,3.0,1.0,1.0
3530,20140509T000000,445000.0,4.0,2.0,1650.0,6000,1.0,0.0,0.0,5.0,7.0,1000.0,650,1959.0,0.0,98144.0,47.5834,-122.307,1540.0,6000.0,1.0,2.0,1.0,1.0
3531,20141209T000000,495800.0,4.0,1.5,1710.0,4600,1.5,0.0,0.0,?,7.0,1710.0,?,1924.0,0.0,98115.0,47.6847,-122.318,1740.0,4455.0,0.0,2.0,1.0,1.0
3532,20150403T000000,548500.0,3.0,1.0,1740.0,4400,1.5,0.0,0.0,?,7.0,1740.0,?,1924.0,0.0,98122.0,47.6059,-122.3,1720.0,4400.0,0.0,1.0,1.0,?
3533,20140507T000000,310000.0,3.0,1.75,1840.0,10723,1.0,0.0,0.0,4.0,7.0,1220.0,620,1974.0,0.0,98058.0,47.428999999999995,-122.154,1590.0,9820.0,1.0,2.0,1.0,1.0
3534,20140711T000000,205000.0,3.0,1.5,1820.0,8585,1.0,0.0,0.0,4.0,7.0,1820.0,?,1962.0,0.0,98055.0,47.4479,-122.213,1740.0,10088.0,0.0,2.0,1.0,1.0
3535,20140910T000000,470000.0,5.0,3.75,3860.0,6901,2.0,0.0,0.0,3.0,7.0,3860.0,?,2003.0,0.0,98038.0,47.3694,-122.03200000000001,3000.0,8584.0,0.0,4.0,1.0,1.0
3536,20150423T000000,430000.0,3.0,1.5,1810.0,349351,1.5,0.0,0.0,?,7.0,1810.0,?,2002.0,0.0,98010.0,47.3392,-121.897,2480.0,339332.0,0.0,2.0,1.0,1.0
3537,20150501T000000,310000.0,2.0,2.0,1030.0,2271,3.0,0.0,0.0,3.0,7.0,1030.0,?,1999.0,0.0,98125.0,47.7263,-122.314,1439.0,1387.0,0.0,2.0,1.0,1.0
3538,20150325T000000,355000.0,4.0,1.0,1410.0,7693,1.5,0.0,0.0,4.0,7.0,1410.0,?,1953.0,0.0,98133.0,47.7604,-122.331,1330.0,8395.0,0.0,1.0,1.0,1.0
3539,20150127T000000,621500.0,5.0,2.5,2140.0,15950,1.0,0.0,2.0,4.0,8.0,1370.0,770,1968.0,0.0,98166.0,47.4797,-122.35799999999999,2600.0,14273.0,1.0,2.0,1.0,?
3540,20140610T000000,175000.0,6.0,1.5,1930.0,8400,1.0,0.0,0.0,?,7.0,1030.0,900,1971.0,0.0,98146.0,47.4869,-122.34,1780.0,9520.0,1.0,2.0,1.0,1.0
3541,20150107T000000,326000.0,6.0,1.5,1930.0,8400,1.0,0.0,0.0,3.0,7.0,1030.0,900,1971.0,0.0,98146.0,47.4869,-122.34,1780.0,9520.0,1.0,2.0,1.0,1.0
3542,20140912T000000,690000.0,4.0,3.5,1930.0,5400,1.5,0.0,2.0,3.0,7.0,1930.0,?,1920.0,0.0,98116.0,47.5679,-122.40899999999999,1500.0,3340.0,0.0,4.0,1.0,1.0
3543,20140819T000000,335000.0,4.0,2.5,2210.0,7214,2.0,0.0,0.0,3.0,8.0,2210.0,?,2003.0,0.0,98003.0,47.3554,-122.29799999999999,2270.0,7246.0,0.0,3.0,1.0,1.0
3544,20150224T000000,197000.0,4.0,1.0,1360.0,11175,1.0,0.0,0.0,3.0,7.0,1360.0,?,1961.0,0.0,98188.0,47.4551,-122.272,1340.0,9702.0,0.0,1.0,1.0,1.0
3545,20140703T000000,312500.0,3.0,1.75,1830.0,7969,1.0,0.0,0.0,3.0,7.0,930.0,900,1950.0,2008.0,98055.0,47.4667,-122.214,1790.0,7425.0,1.0,2.0,1.0,1.0
3546,20141029T000000,436000.0,3.0,2.25,2120.0,6710,1.0,0.0,0.0,5.0,7.0,1420.0,700,1959.0,0.0,98155.0,47.7461,-122.324,1880.0,6960.0,1.0,2.0,1.0,1.0
3547,20141001T000000,1015000.0,4.0,2.5,2700.0,4590,2.0,0.0,0.0,?,8.0,2700.0,?,2002.0,0.0,98103.0,47.6734,-122.329,2080.0,3570.0,0.0,3.0,1.0,?
3548,20140826T000000,805000.0,4.0,2.5,3160.0,35225,2.0,0.0,1.0,3.0,9.0,2250.0,910,1992.0,0.0,98006.0,47.5672,-122.111,3460.0,17223.0,1.0,2.0,1.0,1.0
3549,20150105T000000,652427.0,4.0,2.25,2770.0,13129,2.0,0.0,0.0,4.0,8.0,2770.0,?,1979.0,0.0,98074.0,47.6268,-122.05,2400.0,13129.0,0.0,2.0,1.0,?
3550,20141018T000000,1008000.0,3.0,2.5,2240.0,41339,1.0,0.0,0.0,4.0,9.0,2240.0,?,1945.0,1992.0,98005.0,47.6483,-122.163,2900.0,45738.0,0.0,2.0,1.0,1.0
3551,20141106T000000,355000.0,4.0,2.5,2570.0,6466,2.0,0.0,0.0,3.0,9.0,2570.0,?,1999.0,0.0,98092.0,47.3324,-122.17,2520.0,6667.0,0.0,3.0,1.0,1.0
3552,20140729T000000,334550.0,2.0,1.0,880.0,12000,1.0,0.0,0.0,?,7.0,880.0,?,1939.0,0.0,98133.0,47.7436,-122.35600000000001,1960.0,9395.0,0.0,1.0,1.0,1.0
3553,20140708T000000,557500.0,3.0,2.25,1820.0,9670,2.0,0.0,0.0,3.0,8.0,1820.0,?,1984.0,0.0,98052.0,47.6382,-122.11,2160.0,11424.0,0.0,2.0,1.0,1.0
3554,20141103T000000,277500.0,4.0,2.25,1660.0,7184,1.0,0.0,0.0,3.0,7.0,1110.0,550,1963.0,0.0,98188.0,47.4678,-122.294,1640.0,7200.0,1.0,2.0,1.0,1.0
3555,20140707T000000,300000.0,4.0,3.0,2200.0,10800,1.0,0.0,0.0,?,6.0,2200.0,?,1960.0,0.0,98058.0,47.4476,-122.169,1430.0,10800.0,0.0,3.0,1.0,1.0
3556,20150225T000000,325000.0,4.0,1.0,1640.0,3844,1.5,0.0,0.0,4.0,7.0,1460.0,180,1928.0,0.0,98133.0,47.7017,-122.354,1230.0,3844.0,1.0,1.0,1.0,1.0
3557,20150319T000000,402500.0,4.0,2.0,1650.0,3504,1.0,0.0,0.0,3.0,7.0,760.0,890,1951.0,2013.0,98144.0,47.5803,-122.294,1480.0,3504.0,1.0,2.0,1.0,1.0
3558,20140820T000000,461000.0,3.0,1.75,1420.0,5170,1.0,0.0,0.0,4.0,7.0,1420.0,?,1963.0,0.0,98007.0,47.6151,-122.145,2250.0,7700.0,0.0,2.0,1.0,1.0
3559,20150327T000000,540000.0,3.0,1.0,1270.0,3840,1.5,0.0,0.0,?,7.0,1270.0,?,1926.0,0.0,98103.0,47.6896,-122.35700000000001,1270.0,4175.0,0.0,1.0,1.0,1.0
3560,20150316T000000,385000.0,3.0,1.0,1070.0,4000,1.0,0.0,0.0,4.0,7.0,1070.0,?,1971.0,0.0,98108.0,47.5529,-122.305,1090.0,4000.0,0.0,1.0,1.0,1.0
3561,20140708T000000,480000.0,2.0,1.0,1060.0,3040,1.0,0.0,0.0,?,7.0,860.0,200,1924.0,0.0,98103.0,47.6725,-122.329,1470.0,3814.0,1.0,1.0,1.0,?
3562,20140609T000000,539950.0,3.0,2.25,2190.0,7149,1.0,0.0,1.0,4.0,8.0,1240.0,950,1963.0,0.0,98056.0,47.5243,-122.204,3500.0,7149.0,1.0,2.0,1.0,1.0
3563,20140718T000000,529000.0,3.0,2.25,1940.0,217800,2.0,0.0,0.0,?,9.0,1940.0,?,1990.0,0.0,98024.0,47.5636,-121.932,2580.0,83558.0,0.0,2.0,1.0,1.0
3564,20140820T000000,417000.0,3.0,2.5,1300.0,877,2.0,0.0,0.0,?,7.0,1060.0,240,2008.0,0.0,98199.0,47.6591,-122.39200000000001,1320.0,1414.0,1.0,3.0,1.0,?
3565,20150217T000000,405000.0,3.0,1.5,1330.0,12500,1.0,0.0,0.0,3.0,7.0,1330.0,?,1966.0,0.0,98027.0,47.5263,-122.051,2310.0,12500.0,0.0,1.0,1.0,1.0
3566,20140723T000000,299000.0,3.0,2.25,1940.0,9100,1.0,0.0,0.0,4.0,8.0,1630.0,310,1966.0,0.0,98023.0,47.3133,-122.36399999999999,2080.0,9100.0,1.0,2.0,1.0,1.0
3567,20140813T000000,299000.0,3.0,1.75,2100.0,15480,1.0,0.0,0.0,3.0,7.0,2100.0,?,1983.0,0.0,98001.0,47.2924,-122.271,1330.0,15657.0,0.0,2.0,1.0,?
3568,20140514T000000,372220.0,3.0,1.0,1290.0,5500,1.0,0.0,0.0,3.0,7.0,980.0,310,1951.0,0.0,98136.0,47.5266,-122.39200000000001,1680.0,5000.0,1.0,1.0,1.0,?
3569,20140522T000000,494400.0,2.0,1.75,1560.0,1750,1.0,0.0,0.0,4.0,6.0,780.0,780,1904.0,0.0,98109.0,47.6347,-122.355,1850.0,3600.0,1.0,2.0,1.0,1.0
3570,20140924T000000,280000.0,3.0,1.75,2630.0,6500,1.0,0.0,0.0,3.0,7.0,1330.0,1300,1958.0,0.0,98055.0,47.4878,-122.221,2520.0,6500.0,1.0,2.0,1.0,1.0
3571,20141121T000000,277950.0,3.0,2.5,2100.0,6021,2.0,0.0,0.0,?,7.0,2100.0,?,1992.0,0.0,98023.0,47.2917,-122.375,2091.0,7547.0,0.0,2.0,1.0,1.0
3572,20141219T000000,770000.0,3.0,2.75,2070.0,54557,2.0,0.0,0.0,3.0,8.0,2070.0,?,1996.0,0.0,98058.0,47.4659,-122.116,2190.0,49658.0,0.0,3.0,1.0,1.0
3573,20141008T000000,760000.0,4.0,2.5,2960.0,28005,2.0,0.0,0.0,?,10.0,2960.0,?,1989.0,0.0,98072.0,47.7477,-122.117,3510.0,35248.0,0.0,2.0,1.0,1.0
3574,20150126T000000,230000.0,2.0,2.0,1300.0,3608,1.0,0.0,0.0,3.0,7.0,1300.0,?,2004.0,0.0,98198.0,47.3623,-122.309,1510.0,3608.0,0.0,2.0,1.0,1.0
3575,20141002T000000,525000.0,4.0,2.5,2520.0,7731,2.0,0.0,0.0,3.0,9.0,2520.0,?,1994.0,0.0,98155.0,47.7709,-122.29700000000001,2000.0,7704.0,0.0,3.0,1.0,1.0
3576,20140701T000000,307000.0,3.0,1.0,1150.0,6000,1.5,0.0,0.0,?,7.0,1150.0,?,1927.0,0.0,98045.0,47.4963,-121.787,1210.0,7700.0,0.0,1.0,1.0,1.0
